country,longitude (degrees),latitude (degrees),longitude (radians),latitude (radians),x_radian_ecef,y_radian_ecef,z_radian_ecef,long_coverted,hyp,lat_convert
Saint Martin,-63.05971623,18.08889331,-1.100599674,0.3157107463,0.4306694614,-0.8474186856,0.3104921679,-1.100599674,0.9505759379,0.3157107463
Saint Pierre and Miquelon,-56.30319339,46.91919986,-0.982676104,0.81889452,0.3789431942,-0.5682699612,0.7303912012,-0.982676104,0.6830290574,0.81889452
Saint Vincent and the Grenadines,-61.20129438,13.22471841,-1.068164093,0.2308148789,0.4689584381,-0.8530778823,0.228770868,-1.068164093,0.9734802977,0.2308148789
Samoa,-172.1648148,-13.75327339,-3.004842874,-0.2400399036,-0.9622604683,-0.1324153487,-0.2377413861,-3.004842874,0.9713284889,-0.2400399036
San Marino,12.45923029,43.94186939,0.2174545908,0.7669303003,0.7030870038,0.1553458376,0.6939281921,0.2174545908,0.7200442099,0.7669303003
Sao Tome and Principe,6.72429635,0.44390851,0.1173611112,0.007747665077,0.9930912793,0.1170883676,0.007747587567,0.1173611112,0.999969987,0.007747665077
Saudi Arabia,44.53687041,24.12245467,0.7773150272,0.4210162577,0.6505534077,0.6401204876,0.408688176,0.7773150272,0.9126740792,0.4210162577
Senegal,-14.47348904,14.36624381,-0.252610038,0.2507382556,0.9379853182,-0.2421165155,0.2481191968,-0.252610038,0.9687295103,0.2507382556
Seychelles,55.47601997,-4.66097821,0.9682392044,-0.08134941613,0.564876841,0.8211644246,-0.0812597211,0.9682392044,0.9966929606,-0.08134941613
Siachen Glacier,77.18011287,35.39236619,1.347047087,0.6177133201,0.180883348,0.7948838632,0.5791725636,1.347047087,0.8152049691,0.6177133201
Sierra Leone,-11.79271209,8.56329069,-0.2058216537,0.1494576173,0.9679806743,-0.2020932032,0.1489018182,-0.2058216537,0.9888519851,0.1494576173
Singapore,103.8172532,1.35877066,1.811952889,0.0237150218,-0.2387587248,0.9707893564,0.02371279896,1.811952889,0.999718812,0.0237150218
Sint Maarten,-63.05713283,18.05081813,-1.100554585,0.315046209,0.4308010651,-0.8475830171,0.3098604063,-1.100554585,0.9507820616,0.315046209
Slovakia,19.47905212,48.70547175,0.3399735947,0.8500708458,0.6221578213,0.2200616816,0.7513271603,0.3399735947,0.6599299192,0.8500708458
Slovenia,14.8044464,46.11555444,0.2583863336,0.8048682614,0.6701942139,0.1771285912,0.7207393272,0.2583863336,0.6932061903,0.8048682614
Solomon Islands,159.6328471,-8.92175696,2.786118776,-0.155714034,-0.926139121,0.3438238004,-0.1550855337,2.786118776,0.9879010463,-0.155714034
Somalia,45.70716243,4.75065195,0.7977404761,0.08291451814,0.6959267564,0.7133210164,0.0828195471,0.7977404761,0.9965645602,0.08291451814
Somaliland,46.2519833,9.73345795,0.8072493942,0.1698808888,0.6815340189,0.7119890606,0.1690649537,0.8072493942,0.9856049114,0.1698808888
South Africa,25.08388384,-29.0003377,0.4377963622,-0.5061513771,0.7921300571,0.370789167,-0.4848147752,0.4377963622,0.8746168497,-0.5061513771
South Georgia and South Sandwich Islands,-36.43320448,-54.46487151,-0.6358793752,-0.9505913345,0.467605919,-0.3451672845,-0.8137593318,-0.6358793752,0.5812019871,-0.9505913345
South Korea,127.8391693,36.3852463,2.231214417,0.6350423471,-0.4938534769,0.6357741215,0.5932116063,2.231214417,0.8050465764,0.6350423471
South Sudan,30.24790056,7.30877585,0.5279254566,0.1275622029,0.8568351236,0.4996494018,0.1272165331,0.5279254566,0.9918749688,0.1275622029
Spain,-3.64754874,40.24448626,-0.06366173514,0.702398791,0.7617484204,-0.04855984529,0.6460505286,-0.06366173514,0.7632946446,0.702398791
Sri Lanka,80.70107795,7.61266309,1.40849952,0.1328660358,0.1601610883,0.9781608655,0.1324754582,1.40849952,0.9911862857,0.1328660358
Sudan,29.94047226,15.99035431,0.5225598205,0.2790843313,0.8330161515,0.4797888356,0.2754755244,0.5225598205,0.9613080856,0.2790843313
Suriname,-55.91234833,4.13055377,-0.9758545709,0.07209176322,0.5590047305,-0.8260299549,0.07202933329,-0.9758545709,0.9974025141,0.07209176322
Swaziland,31.48193159,-26.55842734,0.5494633611,-0.4635320012,0.7628159715,0.467123401,-0.4471101898,0.5494633611,0.8944788864,-0.4635320012
Sweden,16.74371219,62.79232016,0.2922329067,1.095932732,0.437832496,0.1317202249,0.8893550966,0.2922329067,0.457217139,1.095932732
Switzerland,8.20866006,46.79785296,0.1432681452,0.816776617,0.6775607255,0.09774253195,0.7289429749,0.1432681452,0.684574422,0.816776617
Syria,38.50787939,35.02547248,0.6720892833,0.6113098168,0.6408053322,0.5098634749,0.5739405572,0.6720892833,0.8188969635,0.6113098168
Taiwan,120.9542726,23.75400343,2.111050301,0.4145855704,-0.470779472,0.7849269224,0.4028106445,2.111050301,0.9152833358,0.4145855704
Tajikistan,71.01363312,38.53045125,1.239421712,0.6724832366,0.2545085394,0.7397181992,0.622930485,1.239421712,0.7822771956,0.6724832366
Thailand,101.0028835,15.11816347,1.762832871,0.2638617294,-0.1842527878,0.9476437943,0.2608105623,1.762832871,0.9653899992,0.2638617294
The Bahamas,-76.62835738,24.29031222,-1.337417137,0.4239459246,0.2107930611,-0.8867632326,0.4113602493,-1.337417137,0.911472844,0.4239459246
Togo,0.96232118,8.52529798,0.01679567305,0.1487945195,0.9888110187,0.01660930841,0.1482460799,0.01679567305,0.9889505042,0.1487945195
Tonga,-174.8097544,-20.42814141,-3.051005779,-0.3565383277,-0.9332683437,-0.08477387376,-0.3490323609,-3.051005779,0.9371106717,-0.3565383277
Trinidad and Tobago,-61.26565805,10.45735757,-1.069287451,0.1825153207,0.4727640386,-0.8622937872,0.1815036868,-1.069287451,0.9833902642,0.1825153207
Tunisia,9.55288287,34.11956663,0.1667292591,0.595498777,0.8163886422,0.1373913368,0.5609217462,0.1667292591,0.8278688269,0.595498777
Turkey,35.16895529,39.06160342,0.6138140643,0.6817535908,0.6347300036,0.4472379022,0.6301556009,0.6138140643,0.7764688781,0.6817535908
Turkmenistan,59.37099935,39.11554017,1.036219419,0.6826949647,0.3952906478,0.6676285039,0.6308862691,1.036219419,0.7758753221,0.6826949647
Turks and Caicos Islands,-71.97385725,21.83047424,-1.256180784,0.3810136528,0.2872596178,-0.8827235388,0.3718616222,-1.256180784,0.928288174,0.3810136528
Tuvalu,178.5198949,-7.76005828,3.115759946,-0.1354385671,-0.9905116187,0.02559328999,-0.1350248748,3.115759946,0.990842209,-0.1354385671
Uganda,32.36907536,1.27469024,0.5649469409,0.02224754163,0.8444079937,0.5352385158,0.02224570643,0.5649469409,0.9997525337,0.02224754163
Ukraine,31.38325794,48.99656784,0.5477411811,0.855151431,0.5601181566,0.3416729726,0.7546702793,0.5477411811,0.6561042368,0.855151431
United Arab Emirates,54.30015737,23.90527175,0.9477165305,0.4172257006,0.5334810665,0.7424217667,0.405225705,0.9477165305,0.9142166745,0.4172257006
United Kingdom,-2.86563362,54.12387156,-0.05001474182,0.9446397626,0.5853019895,-0.0292981615,0.8102858747,-0.05001474182,0.5860348123,0.9446397626
United Republic of Tanzania,34.81310214,-6.27565815,0.6076032552,-0.1095308974,0.8160987134,0.5674801952,-0.1093120214,0.6076032552,0.9940074859,-0.1095308974
United States of America,-112.4616706,45.67955203,-1.962826434,0.7972585838,-0.2669378121,-0.6456662422,0.7154434346,-1.962826434,0.6986706605,0.7972585838
United States Virgin Islands,-64.80300497,17.95501398,-1.131025802,0.3133741112,0.4049982055,-0.8607821756,0.3082701732,-1.131025802,0.9512988491,0.3133741112
Uruguay,-56.01806795,-32.79951982,-0.9776997263,-0.5724596139,0.4698216418,-0.6970132509,-0.5417011657,-0.9776997263,0.8405711434,-0.5724596139
Uzbekistan,63.14001799,41.75554081,1.102001204,0.7287716681,0.3370483753,0.6655102665,0.6659538106,1.102001204,0.7459929772,0.7287716681
Vanuatu,167.6863674,-16.22630588,2.926679222,-0.283202463,-0.938076751,0.2047676318,-0.2794319707,2.926679222,0.9601654929,-0.283202463
Vatican,12.43386255,41.90174097,0.2170118402,0.7313233422,0.7268340482,0.1602552221,0.6678551716,0.2170118402,0.7442912534,0.7313233422
Venezuela,-66.18184085,7.12422395,-1.155091028,0.1243411646,0.4007174876,-0.9077688493,0.1240210114,-1.155091028,0.992279592,0.1243411646
Vietnam,106.2991386,16.64601451,1.855269961,0.2905277605,-0.2688909355,0.919586609,0.2864579086,1.855269961,0.9580928278,0.2905277605
Wallis and Futuna,-177.3481331,-13.88724988,-3.095308845,-0.2423782345,-0.9697303142,-0.04491488905,-0.2400120215,-3.095308845,0.9707699159,-0.2423782345
West Bank,35.24782134,31.94798033,0.6151905365,0.5575974461,0.6929625555,0.4896980053,0.5291490908,0.6151905365,0.848528868,0.5575974461
Western Sahara,-12.2198297,24.22956358,-0.2132762623,0.4228856608,0.8912470957,-0.1930173408,0.4103936166,-0.2132762623,0.9119084819,0.4228856608
Yemen,47.58676005,15.90927655,0.8305456432,0.2776692574,0.6486386329,0.7100203734,0.2741149271,0.8305456432,0.9616969412,0.2776692574
Zambia,27.77475082,-13.45824537,0.4847608507,-0.2348906932,0.8604899936,0.4532004059,-0.2327366817,0.4847608507,0.9725397868,-0.2348906932
Zimbabwe,29.85145031,-19.00420587,0.5210060944,-0.3316859642,0.8200453368,0.4706228052,-0.3256375606,0.5210060944,0.9454946743,-0.3316859642
