year,oil_longitude,oil_latitude,oil_total,gas_longitude,gas_latitude,gas_total,coal_longitude,coal_latitude,coal_total,nuclear_longitude,nuclear_latitude,nuclear_total,hydro_longitude,hydro_latitude,hydro_total,biodiesel_longitude,biodiesel_latitude,biodiesel_total,fuel_ethanol_longitude,fuel_ethanol_latitude,fuel_ethanol_total,wind_longitude,wind_latitude,wind_total,solar_tidal_wave_longitude,solar_tidal_wave_latitude,solar_tidal_wave_total,geothermal_longitude,geothermal_latitude,geothermal_total,biomass_waste_longitude,biomass_waste_latitude,biomass_waste_total,oil_delta,gas_delta,coal_delta,nuclear_delta,hydro_delta,biodiesel_delta,fuel_ethanol_delta,wind_delta,solar_tidal_wave_delta,geothermal_delta,biomass_delta
2001,9.691990191,31.6612231,151935233827,5.167029102,41.34940178,88572916280,31.69269827,30.25661433,86839129675,-4.978360114,45.24543425,25692478753,-4.326268168,32.53328009,8566407321,4.130485132,42.36200722,32152647.2,-73.22054131,11.06654358,375667621.6,-7.517074125,45.05644457,130699221.7,6.784748983,42.48231064,6580861.216,13.43532834,23.67582345,174478159.9,-28.99706085,41.25405446,581887538,24.2395598,144.9185406,118.5593876,30.40860434,199.5661639,139.1450991,19.46719027,101.2024814,376.3484841,59.81879091,196.5607112
2002,9.678702092,32.01225783,150285273832,6.449919074,40.95048248,91656694360,36.4182471,30.28027995,89491043042,-5.427878226,45.17480194,25951127367,-4.015924999,31.55126893,8596677488,4.832434651,42.379581,43195433,-71.85834647,12.81765416,439282916.5,-10.62623617,45.14698842,179769231.5,18.72612465,41.4565964,7755218.025,11.5349867,24.04437968,177173103.5,-28.96004173,41.16755766,632992071.4,24.26328804,72.20048279,281.9374957,22.41896888,70.23277423,35.8471997,152.0208959,151.7307224,616.9116102,122.7313777,6.277596002
2003,11.32018323,32.21933253,154849854584,8.582514661,40.81042341,94117896465,41.10423894,30.09970744,94802775258,-6.249756061,45.11289879,25654173950,-0.1137160836,31.79408872,9151351762,5.130385363,43.62597237,57908571.26,-70.69920508,14.81409533,540858153,-7.072721756,44.72116247,218929153.5,30.58969264,41.38812,9254922.547,9.906989912,24.35046001,182772155.1,-27.26918425,40.80132077,666522983.2,97.10503074,111.8074624,280.0740323,40.28100711,230.0279736,87.41095796,158.3298168,176.2439664,614.0996748,104.7421191,91.73505876
2004,12.63718319,32.16057642,160781003141,10.78960986,40.18654791,96830706002,43.02704741,29.95774232,100317346024,-5.058060966,45.09722214,26709371119,0.03446409139,31.78714161,9571450247,3.788621939,45.25239074,73829619.14,-72.38472509,17.21794797,593635257.2,-5.991123165,44.8359891,286536612.6,37.53342754,41.47228538,11236114.38,9.740445837,24.11496333,190224102,-24.64896474,40.99438966,711936030.2,77.10422924,123.6917897,115.4208251,58.1252405,8.714309945,130.3972729,200.2558153,53.628847,359.6102335,19.35856797,137.4679561
2005,13.97415342,31.68450485,163513688731,11.22079306,39.60147332,100437036019,48.3752262,30.09672493,111170657929,-3.348502278,45.12836964,26816135067,1.331819948,31.03623979,9935513244,1.220118137,45.28299107,117775976.5,-71.29942688,18.07509691,679722734.5,-5.423228994,44.0685991,354174235.1,41.10863443,42.66337545,14848480.56,9.193952899,23.71113321,192755126.3,-18.93734832,40.41426752,764302237.1,85.01269321,46.4326967,319.9987361,83.38537131,92.42089753,124.8951546,92.79619289,59.95614006,200.947188,44.37835768,301.7410762
2006,14.00628024,31.69025546,163431988089,11.59462357,39.37367466,102111912016,50.05088467,29.79931533,117006942588,-2.761327518,45.04632553,27192959070,3.616990107,31.13019569,10093695868,-2.314408028,45.00912916,207860489.7,-70.41788195,19.81612338,831611143.5,-7.939084362,43.51606536,448908391.4,42.10410443,43.58644791,19429041.95,11.42084383,24.00996329,197554235.4,-17.54436634,40.05392058,811588208.6,1.929910293,25.39505531,102.3856567,29.19925378,135.3542079,173.2409082,133.3565119,131.1330299,81.15202399,142.1981006,77.56693278
2007,13.97599487,31.68651251,163007111681,11.75898037,39.06129122,105530789469,52.42296715,29.61603972,121947717442,-4.551012567,44.98888289,26670338492,4.976933418,31.56890417,10516502126,-12.9426602,41.91561948,298784821.4,-73.39366642,20.52807576,1073267973,-6.881581713,43.09076892,580588706.2,37.33562765,43.88360178,25251179.34,9.773440274,24.32566049,206545842.9,-16.6595918,39.15205344,865584293.3,1.798989325,23.30460651,142.892978,87.49986696,85.76652087,573.6246634,199.1333329,60.74293304,238.8731932,106.0982695,78.09956745
2008,14.93281178,31.29505998,165285753746,11.28966189,38.45766797,104382398206,53.38600696,29.73861408,125669491930,-5.268453817,44.96499471,26541102488,6.011717091,31.12761514,10683648378,-12.7101098,35.33140799,432409325.9,-75.42023086,22.6331007,1406369319,-10.51271607,42.79137464,749780980.9,27.49510573,43.60190351,40608990.29,13.81948146,23.22152784,215899785.8,-14.9790596,38.5243102,892122464.3,62.51665709,48.76579206,58.42010698,35.10477052,68.23893295,455.0337614,195.1762177,184.783527,491.230937,266.9134196,100.2889866
2009,14.07507068,31.48082531,163432810340,14.17944842,38.135899,111809331420,58.5831049,29.09500026,128303657879,-3.981502031,44.82432364,26174838336,10.59467953,30.84587761,11264775350,-6.415378294,30.75796104,511451223.4,-77.10500992,25.22495995,1537763473,-10.32822118,42.15304088,939527314.8,24.02348647,43.21245125,67557948.96,16.51100113,22.60454538,223207501.5,-14.81955665,37.99976494,960856612.6,52.1867501,158.2394207,315.8600458,63.73670128,272.1006837,482.1833622,208.2681613,45.08934401,176.2866069,176.4892656,37.25602173
2010,14.32245838,31.26516414,170600462971,13.67663925,37.95195765,114644721402,60.41371169,29.24148021,135906439345,-2.327409718,44.7670857,26995138400,7.284033158,30.49769683,11539027262,-5.812057702,26.19448336,561688593.3,-78.9330489,26.65342081,1771736945,-9.499958737,41.66434701,1162107085,24.67800138,42.95577234,107890828.7,18.09390083,21.688428,225812842.3,-10.47624962,37.99464656,1096408855,20.85398158,30.16313643,110.8897461,81.19642296,198.172972,317.3811355,150.4462885,54.34214135,37.4832266,119.4304939,236.4315263
2011,13.78461238,31.36846407,171612509607,12.53865394,37.62029198,117406897983,61.83851208,29.5592188,143396033402,-7.649695116,44.95681874,25823718202,13.37459702,31.35050533,12063398376,-15.592441,25.06221019,675648480.5,-80.78052889,29.55824965,1733068078,-6.914176927,41.99948505,1519029629,24.00995718,41.7303806,206591872.7,18.33355419,21.62837824,230027315,-2.70974549,37.57535342,1211836116,32.53516106,66.22027684,88.51767403,260.9385304,365.6723393,614.0387196,230.0867898,135.0949446,91.26775799,15.93667984,424.898304
2012,12.4127239,31.52386448,176217147910,13.06479507,37.48523845,118715442274,62.82629974,28.61597773,139911568018,-15.1063855,45.34787785,24041675914,15.30222351,31.59470892,12223670623,-11.45543929,25.10897902,715642085.3,-78.38408181,28.93735034,1720523552,-4.005828467,41.39843784,1767629743,23.96176389,41.71296208,326515005,17.7993733,22.95252172,249954495.5,2.628993845,36.86811071,1294093059,81.56451354,30.28892915,88.32957593,364.2126303,114.8216324,258.8512302,150.6797882,155.647694,2.761016327,97.64122369,297.684117
2013,10.19297808,31.8748067,176837823179,11.72025042,37.06468387,121049876684,64.59372525,28.07095413,140989872051,-16.80862542,45.33080084,24167178932,15.46482682,31.4272705,12164988197,-9.857023886,25.20800208,736564426.6,-77.46379023,27.6900166,1858103741,-1.614923117,41.15627297,2161770147,27.1402989,41.32445085,432518134.3,16.3651022,23.40283422,263636313.9,0.4202326853,35.67127957,1390387220,132.7019875,79.41704794,113.8661634,82.67903582,15.01718243,100.1821825,102.751301,125.2492729,166.5778818,96.25260534,148.219305
2014,7.749345124,32.21336652,180975685855,,,,64.27507137,27.67275826,140519804139,-15.12946653,45.17845998,24783216870,,,,-2.471991876,21.69493337,827306666.6,-79.6300679,27.72237346,1945969535,-0.7860502903,41.12151704,2381477780,25.85369248,41.45312819,563669130.8,16.85318887,23.79535722,281311107.9,-1.599201926,34.51404832,1503745499,144.9897913,,33.69608171,82.34702557,,527.0760016,132.5125941,43.19126117,67.27320351,41.11033444,139.3558302
